datetime,Daily_total_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Peak_hour_power,Night_usage_power,Day_of_week,Is_workday,Is_weekend,Month,Season,Weekend_usage
2007-01-27,2044.072,0.10294583333333332,241.61656944444442,5.949861111111111,1170.0,3896.0,12374.0,194.51,342.952,5,0,1,1,1,2044.072
2007-01-28,3092.35,0.10667083333333333,240.30211805555555,9.133611111111112,3466.0,3997.0,12062.0,251.75,692.528,6,0,1,1,1,3092.35
2007-01-29,1982.664,0.11506666666666666,240.9295972222222,5.788888888888889,1123.0,294.0,15254.0,205.22,287.598,0,1,0,1,1,0.0
2007-01-30,1707.798,0.1256486111111111,241.84087499999998,5.028194444444445,1123.0,1424.0,8149.0,192.868,272.342,1,1,0,1,1,0.0
2007-01-31,2363.752,0.12915833333333332,239.92113194444443,6.923611111111111,0.0,5950.0,15052.0,237.59,289.644,2,1,0,1,1,0.0
2007-02-01,1824.76,0.10435000000000001,240.3921388888889,5.3325000000000005,1170.0,386.0,13145.0,197.84,302.3,3,1,0,2,1,0.0
2007-02-02,1667.736,0.09690416666666667,240.3343888888889,4.870833333333334,0.0,356.0,11338.0,207.33,482.408,4,1,0,2,1,0.0
2007-02-03,4029.722,0.17071111111111112,238.91019444444444,11.815972222222221,4746.0,4573.0,17834.0,348.88,1419.946,5,0,1,2,1,4029.722
2007-02-04,3595.94,0.12950972222222223,239.63333333333333,10.565416666666668,3391.0,4597.0,14472.0,304.4,1273.6680000000001,6,0,1,2,1,3595.94
2007-02-05,1645.28,0.10224166666666668,240.81031249999998,4.820416666666667,896.0,2564.0,7849.0,206.546,267.602,0,1,0,2,1,0.0
2007-02-06,1273.48,0.09900416666666667,241.26415972222225,3.7719444444444448,1185.0,405.0,4517.0,166.744,214.194,1,1,0,2,1,0.0
2007-02-07,2328.018,0.12340833333333333,241.14969444444444,6.791666666666667,3299.0,3513.0,11986.0,223.974,309.196,2,1,0,2,1,0.0
2007-02-08,1801.414,0.09645555555555554,241.79730555555554,5.248333333333334,2226.0,366.0,10157.0,201.752,305.97,3,1,0,2,1,0.0
2007-02-09,1620.198,0.10976805555555556,241.74044444444445,4.727222222222222,0.0,3045.0,9770.0,230.146,376.186,4,1,0,2,1,0.0
2007-02-10,2829.328,0.1340097222222222,240.0368263888889,8.303749999999999,5071.0,2831.0,14405.0,282.688,596.962,5,0,1,2,1,2829.328
2007-02-11,3571.228,0.1418847222222222,239.5061458333333,10.526805555555557,2430.0,4765.0,13114.0,227.476,978.87,6,0,1,2,1,3571.228
2007-02-12,1877.61,0.09493333333333334,240.09850000000003,5.503472222222222,2227.0,399.0,11517.0,216.334,303.16,0,1,0,2,1,0.0
2007-02-13,1414.546,0.09352638888888888,241.16685416666667,4.14375,0.0,2828.0,6256.0,212.718,230.482,1,1,0,2,1,0.0
2007-02-14,2498.672,0.14062916666666667,240.3753888888889,7.315138888888888,3295.0,3793.0,11579.0,261.848,224.654,2,1,0,2,1,0.0
2007-02-15,1985.346,0.11525277777777777,240.66922222222223,5.820277777777778,0.0,2363.0,14028.0,246.648,417.118,3,1,0,2,1,0.0
2007-02-16,1702.528,0.1053375,240.82094444444442,5.0465277777777775,1148.0,859.0,8689.0,199.588,500.204,4,1,0,2,1,0.0
2007-02-17,2076.912,0.16595,239.31603472222224,6.129166666666666,1765.0,2226.0,7157.0,236.114,709.262,5,0,1,2,1,2076.912
2007-02-18,3829.762,0.17744583333333333,239.17080555555557,11.238888888888889,6107.0,8003.0,13129.0,267.9,868.074,6,0,1,2,1,3829.762
2007-02-19,2186.614,0.12262777777777778,239.78958333333333,6.442222222222222,1634.0,2900.0,13085.0,255.814,458.968,0,1,0,2,1,0.0
2007-02-20,3149.928,0.1299708333333333,239.86544444444445,9.168472222222222,2058.0,5191.0,9713.0,264.996,1139.196,1,1,0,2,1,0.0
2007-02-21,2072.874,0.13185416666666666,240.46096527777777,6.0744444444444445,3527.0,2332.0,11548.0,240.968,467.602,2,1,0,2,1,0.0
2007-02-22,3375.57,0.09588472222222223,238.62020138888892,9.87486111111111,1409.0,4129.0,12285.0,381.832,1209.458,3,1,0,2,1,0.0
2007-02-23,1313.48,0.1037111111111111,240.68596527777777,3.825416666666667,0.0,503.0,10786.0,140.362,220.664,4,1,0,2,1,0.0
2007-02-24,714.922,0.0848625,239.86310416666666,2.0858333333333334,0.0,363.0,3562.0,121.398,199.15,5,0,1,2,1,714.922
2007-02-25,501.74,0.07898333333333334,241.6815486111111,1.462222222222222,0.0,329.0,1660.0,72.168,178.614,6,0,1,2,1,501.74
2007-02-26,568.484,0.07519444444444444,241.27359027777777,1.658888888888889,0.0,331.0,2830.0,56.844,246.112,0,1,0,2,1,0.0
2007-02-27,518.112,0.07861388888888889,242.94427083333332,1.5245833333333334,0.0,314.0,1924.0,72.954,132.364,1,1,0,2,1,0.0
2007-02-28,520.774,0.07873055555555555,242.15959027777777,1.5284722222222222,0.0,340.0,1973.0,75.002,137.02,2,1,0,2,1,0.0
2007-03-01,517.564,0.07474166666666666,241.3214027777778,1.508888888888889,0.0,316.0,1980.0,74.624,186.11,3,1,0,3,2,0.0
2007-03-02,515.688,0.0743111111111111,240.59159722222225,1.5068055555555557,0.0,340.0,1969.0,55.982,192.556,4,1,0,3,2,0.0
2007-03-03,819.122,0.09374444444444444,241.28808333333336,2.401111111111111,0.0,347.0,4597.0,108.814,238.88,5,0,1,3,2,819.122
2007-03-04,2090.7,0.12200138888888888,240.0297986111111,6.158194444444444,1476.0,8711.0,9408.0,325.928,200.492,6,0,1,3,2,2090.7
2007-03-05,2660.332,0.14302499999999999,240.03090972222222,7.840277777777778,5727.0,12109.0,10026.0,338.694,258.252,0,1,0,3,2,0.0
2007-03-06,1246.5,0.12926944444444444,240.98806944444445,3.6956944444444444,0.0,1740.0,4700.0,160.594,173.942,1,1,0,3,2,0.0
2007-03-07,2375.206,0.11888888888888888,240.3235625,6.935,1076.0,4761.0,15513.0,291.154,352.474,2,1,0,3,2,0.0
2007-03-08,1572.132,0.13014166666666666,240.66542361111112,4.665138888888889,2180.0,3385.0,6655.0,211.566,341.324,3,1,0,3,2,0.0
2007-03-09,1272.612,0.08280416666666666,240.88846527777778,3.73125,1093.0,345.0,8631.0,129.978,222.918,4,1,0,3,2,0.0
2007-03-10,2484.712,0.16911666666666667,239.80283333333335,7.341944444444445,4130.0,5422.0,10979.0,205.048,530.666,5,0,1,3,2,2484.712
2007-03-11,3480.636,0.12039861111111111,240.00729166666667,10.121527777777779,4810.0,3420.0,9500.0,277.89,1081.398,6,0,1,3,2,3480.636
2007-03-12,1950.668,0.0933486111111111,240.55871527777776,5.728472222222222,1403.0,2841.0,12353.0,198.686,262.944,0,1,0,3,2,0.0
2007-03-13,1290.144,0.08799861111111111,240.89796527777779,3.8056944444444443,1350.0,3859.0,5323.0,207.31,339.07,1,1,0,3,2,0.0
2007-03-14,1793.364,0.10939027777777777,240.77729166666666,5.2675,3485.0,480.0,8607.0,222.388,307.966,2,1,0,3,2,0.0
2007-03-15,1884.814,0.11064305555555555,240.28049305555552,5.523194444444444,0.0,3263.0,11036.0,214.576,271.27,3,1,0,3,2,0.0
2007-03-16,1702.054,0.09042222222222222,239.52713194444445,4.992361111111111,1106.0,4604.0,5370.0,226.894,454.946,4,1,0,3,2,0.0
2007-03-17,2028.09,0.08824166666666666,238.22465277777778,5.946111111111111,2208.0,359.0,12275.0,247.79,200.598,5,0,1,3,2,2028.09
2007-03-18,2371.046,0.1676736111111111,241.04781944444443,7.007916666666667,6564.0,7369.0,5856.0,247.488,270.652,6,0,1,3,2,2371.046
2007-03-19,2152.518,0.10053055555555557,240.49709027777777,6.281944444444444,1648.0,2686.0,14118.0,246.124,367.272,0,1,0,3,2,0.0
2007-03-20,2086.228,0.11449305555555556,240.8156388888889,6.151249999999999,3745.0,2837.0,11255.0,317.562,435.698,1,1,0,3,2,0.0
2007-03-21,2142.092,0.09918750000000001,240.98664583333334,6.237222222222223,1865.0,4133.0,12335.0,182.548,574.866,2,1,0,3,2,0.0
2007-03-22,1454.978,0.07904583333333333,241.76352777777777,4.223055555555556,353.0,736.0,10462.0,155.478,433.214,3,1,0,3,2,0.0
2007-03-23,1309.008,0.08297777777777778,241.64547916666666,3.80375,1127.0,777.0,8369.0,130.42,357.478,4,1,0,3,2,0.0
2007-03-24,2968.43,0.13265555555555555,239.70447222222222,8.703333333333333,3707.0,5797.0,16382.0,300.952,632.458,5,0,1,3,2,2968.43
2007-03-25,3336.506,0.16395833333333332,240.0347986111111,9.716666666666667,4630.0,3600.0,9358.0,266.806,1113.682,6,0,1,3,2,3336.506
2007-03-26,1416.082,0.11178194444444445,241.3368125,4.183055555555556,1088.0,344.0,9096.0,153.456,272.254,0,1,0,3,2,0.0
2007-03-27,1105.14,0.10536527777777778,240.60197916666664,3.296527777777778,0.0,3019.0,3697.0,174.2,234.418,1,1,0,3,2,0.0
2007-03-28,2333.898,0.13647083333333335,240.4446111111111,6.854583333333333,1122.0,8527.0,13888.0,245.376,285.508,2,1,0,3,2,0.0
2007-03-29,1590.406,0.13798333333333332,240.5366875,4.676805555555556,1162.0,460.0,10724.0,202.316,359.782,3,1,0,3,2,0.0
2007-03-30,1402.394,0.12578333333333333,241.03922916666667,4.189583333333333,1094.0,468.0,8217.0,150.798,242.928,4,1,0,3,2,0.0
2007-03-31,3509.51,0.16076666666666667,239.26077083333334,10.264722222222222,2620.0,7707.0,17682.0,309.664,864.97,5,0,1,3,2,3509.51
2007-04-01,2785.9519999999998,0.1406611111111111,240.02448611111112,8.149444444444445,4629.0,5401.0,19509.0,254.462,857.362,6,0,1,4,2,2785.9519999999998
2007-04-02,1960.778,0.12106666666666667,240.46011805555557,5.71263888888889,1755.0,970.0,16641.0,201.786,588.624,0,1,0,4,2,0.0
2007-04-03,1642.82,0.11719444444444443,240.50495833333335,4.84625,3630.0,1042.0,7637.0,273.938,367.094,1,1,0,4,2,0.0
2007-04-04,2051.868,0.11966527777777779,240.33178472222224,5.98625,3434.0,420.0,14748.0,227.752,334.714,2,1,0,4,2,0.0
2007-04-05,1844.078,0.16981805555555557,241.1731041666667,5.491527777777778,1086.0,4277.0,10523.0,285.158,353.484,3,1,0,4,2,0.0
2007-04-06,1601.14,0.09945416666666666,241.18445138888887,4.688611111111111,0.0,5466.0,9166.0,191.674,401.792,4,1,0,4,2,0.0
2007-04-07,1553.924,0.09634027777777777,240.37859027777776,4.564583333333333,1127.0,3111.0,5923.0,202.672,600.522,5,0,1,4,2,1553.924
2007-04-08,1608.816,0.0943625,240.34918055555556,4.719861111111111,0.0,485.0,3545.0,167.446,938.8919999999999,6,0,1,4,2,1608.816
2007-04-09,1000.92,0.1111875,240.55048611111113,2.974583333333333,2667.0,514.0,3801.0,144.884,173.64,0,1,0,4,2,0.0
2007-04-10,777.364,0.10343055555555555,240.8137013888889,2.347361111111111,209.0,742.0,2572.0,109.092,318.16,1,1,0,4,2,0.0
2007-04-11,887.482,0.13364305555555556,241.1548263888889,2.61875,0.0,1112.0,6421.0,94.646,317.332,2,1,0,4,2,0.0
2007-04-12,537.706,0.10264722222222224,240.25606249999998,1.5979166666666667,0.0,541.0,1818.0,60.932,157.132,3,1,0,4,2,0.0
2007-04-13,551.022,0.10530555555555554,240.05048611111113,1.6433333333333333,0.0,558.0,1988.0,63.730000000000004,191.286,4,1,0,4,2,0.0
2007-04-14,554.268,0.1080625,240.31314583333332,1.6513888888888888,0.0,578.0,2008.0,69.31400000000001,206.182,5,0,1,4,2,554.268
2007-04-15,726.164,0.11912777777777779,240.23668750000002,2.1865277777777776,0.0,1026.0,2893.0,107.27,264.104,6,0,1,4,2,726.164
2007-04-16,952.39,0.12921805555555557,240.6571388888889,2.8724999999999996,952.0,1305.0,4656.0,174.208,243.622,0,1,0,4,2,0.0
2007-04-17,1223.734,0.15163472222222224,240.19566666666668,3.6908333333333334,1532.0,389.0,6199.0,163.24,293.214,1,1,0,4,2,0.0
2007-04-18,998.246,0.11473888888888888,240.14677777777777,2.9954166666666664,1579.0,355.0,3430.0,108.688,264.04,2,1,0,4,2,0.0
2007-04-19,1028.658,0.10393055555555555,240.42984027777777,3.055833333333333,733.0,1605.0,5748.0,89.70400000000001,246.138,3,1,0,4,2,0.0
2007-04-20,822.58,0.10114305555555557,240.13289583333332,2.494861111111111,1069.0,360.0,3499.0,173.056,221.762,4,1,0,4,2,0.0
2007-04-21,1673.656,0.14767916666666667,239.21323611111112,5.035694444444444,6575.0,463.0,11129.0,212.414,258.262,5,0,1,4,2,1673.656
2007-04-22,2233.714,0.1855513888888889,239.60888194444442,6.688472222222222,4264.0,2287.0,11102.0,200.806,278.778,6,0,1,4,2,2233.714
2007-04-23,1054.566,0.09419444444444444,237.23564583333334,3.264166666666666,1402.0,506.0,6005.0,120.932,220.89,0,1,0,4,2,0.0
2007-04-24,1032.1,0.09393333333333334,235.3449236111111,3.1448611111111116,1125.0,527.0,6680.0,125.846,226.038,1,1,0,4,2,0.0
2007-04-25,1264.162,0.11439999999999999,234.94111111111113,3.858055555555556,0.0,1469.0,8812.0,168.032,318.116,2,1,0,4,2,0.0
2007-04-26,1275.466,0.11361527777777777,234.7872986111111,3.92375,1324.0,1845.0,7163.0,177.62199999999999,233.804,3,1,0,4,2,0.0
2007-04-27,1094.332,0.11245,235.21616666666668,3.3125,1772.0,545.0,4756.0,186.2,337.072,4,1,0,4,2,0.0
2007-04-28,720.886,0.2069527777777778,236.20713194444446,2.235555555555556,0.0,18.0,0.0,41.926,248.566,5,0,1,4,2,720.886
2007-04-29,708.48,0.208,236.24000000000004,2.2,0.0,0.0,0.0,29.52,236.16,6,0,1,4,2,708.48
2007-04-30,845.91,0.17460416666666664,235.69201388888888,2.6156944444444448,1214.0,500.0,1131.0,116.676,272.634,0,1,0,4,2,0.0
2007-05-01,1663.858,0.12611666666666668,234.6787013888889,5.073333333333333,4005.0,995.0,8546.0,207.13,284.426,1,1,0,5,2,0.0
2007-05-02,1003.486,0.11117500000000001,235.58207638888888,3.1415277777777777,7.0,1490.0,3754.0,108.554,316.282,2,1,0,5,2,0.0
2007-05-03,1090.238,0.10482083333333334,235.1348888888889,3.307638888888889,1906.0,1725.0,7836.0,141.41,440.444,3,1,0,5,2,0.0
2007-05-04,998.128,0.12134722222222223,235.71019444444443,3.0780555555555553,2259.0,538.0,3990.0,189.364,223.334,4,1,0,5,2,0.0
2007-05-05,1563.052,0.12090416666666667,235.03502083333333,4.736111111111111,2913.0,2493.0,11303.0,194.102,323.53,5,0,1,5,2,1563.052
2007-05-06,2102.104,0.12662222222222222,234.4096527777778,6.409027777777778,3215.0,949.0,10095.0,181.346,596.404,6,0,1,5,2,2102.104
2007-05-07,1643.664,0.11730416666666667,234.5369722222222,4.980972222222222,946.0,4935.0,9433.0,204.074,286.348,0,1,0,5,2,0.0
2007-05-08,1789.292,0.12611944444444445,234.9062361111111,5.356388888888889,4581.0,2011.0,8777.0,283.148,408.842,1,1,0,5,2,0.0
2007-05-09,1665.736,0.12741944444444445,234.8737222222222,5.056111111111111,3018.0,5631.0,9474.0,173.596,234.418,2,1,0,5,2,0.0
2007-05-10,707.884,0.11688472222222222,235.79625694444442,2.2068055555555555,946.0,534.0,3261.0,117.822,159.648,3,1,0,5,2,0.0
2007-05-11,979.154,0.09173333333333333,235.22975694444443,3.027638888888889,926.0,491.0,6471.0,130.508,243.834,4,1,0,5,2,0.0
2007-05-12,1441.566,0.14525833333333332,234.72290277777776,4.360555555555555,2247.0,1075.0,10408.0,174.678,174.138,5,0,1,5,2,1441.566
2007-05-13,1634.738,0.15324305555555554,235.7087083333333,4.969166666666667,3612.0,2414.0,8958.0,160.772,219.994,6,0,1,5,2,1634.738
2007-05-14,1467.782,0.2073277777777778,235.69006944444445,4.574166666666667,3176.0,2417.0,5517.0,213.674,310.136,0,1,0,5,2,0.0
2007-05-15,904.392,0.07720972222222222,235.61199305555556,2.7333333333333334,0.0,408.0,5318.0,81.934,234.496,1,1,0,5,2,0.0
2007-05-16,1692.944,0.09437083333333333,235.26081250000001,5.071805555555556,2213.0,5756.0,9077.0,168.852,241.51,2,1,0,5,2,0.0
2007-05-17,1231.816,0.09110277777777777,235.86845833333334,3.720972222222222,1014.0,2073.0,7687.0,135.362,294.786,3,1,0,5,2,0.0
2007-05-18,1631.53,0.11892916666666667,235.9945972222222,4.876666666666666,3270.0,3913.0,8116.0,239.14,347.638,4,1,0,5,2,0.0
2007-05-19,1429.442,0.11656805555555556,234.94472222222223,4.319305555555555,4683.0,530.0,7022.0,157.694,190.832,5,0,1,5,2,1429.442
2007-05-20,1968.328,0.13023055555555557,235.34811805555555,5.941527777777777,5420.0,1733.0,7611.0,245.83599999999998,396.382,6,0,1,5,2,1968.328
2007-05-21,1120.062,0.08144444444444444,234.6919097222222,3.338611111111111,0.0,468.0,9060.0,107.22,330.932,0,1,0,5,2,0.0
2007-05-22,1132.852,0.089525,235.48057638888892,3.3998611111111114,931.0,3966.0,3984.0,173.856,307.642,1,1,0,5,2,0.0
2007-05-23,1464.936,0.11519305555555555,234.81249305555554,4.3975,956.0,3792.0,8119.0,147.24,246.554,2,1,0,5,2,0.0
2007-05-24,1154.388,0.0941388888888889,235.5460625,3.462083333333333,955.0,4116.0,4746.0,154.188,292.362,3,1,0,5,2,0.0
2007-05-25,1614.22,0.12124166666666666,234.44720138888886,4.863472222222222,8060.0,586.0,6539.0,268.484,285.552,4,1,0,5,2,0.0
2007-05-26,1512.248,0.12100000000000001,235.0698888888889,4.562777777777778,2373.0,2754.0,8628.0,127.89,354.372,5,0,1,5,2,1512.248
2007-05-27,2153.808,0.15270416666666667,234.90843750000002,6.5065277777777775,4366.0,5534.0,10444.0,246.848,245.67,6,0,1,5,2,2153.808
2007-05-28,1637.468,0.10493055555555555,234.90657638888888,4.921944444444445,4554.0,473.0,9586.0,167.712,265.8,0,1,0,5,2,0.0
2007-05-29,1061.34,0.07864166666666667,235.6943472222222,3.2072222222222218,0.0,1907.0,4332.0,148.814,260.906,1,1,0,5,2,0.0
2007-05-30,1609.866,0.10212361111111111,234.83139583333335,4.8284722222222225,2250.0,5948.0,7804.0,155.904,210.28,2,1,0,5,2,0.0
2007-05-31,938.55,0.08999027777777778,235.09652777777777,2.7918055555555554,935.0,477.0,3552.0,119.978,248.73,3,1,0,5,2,0.0
2007-06-01,1045.374,0.09959722222222221,235.32306250000002,3.135,0.0,483.0,7664.0,105.152,178.148,4,1,0,6,3,0.0
2007-06-02,1484.362,0.11535277777777778,234.4690277777778,4.474027777777778,3971.0,1250.0,7633.0,189.126,208.772,5,0,1,6,3,1484.362
2007-06-03,2108.026,0.12670694444444444,234.762375,6.352916666666667,4985.0,7529.0,8334.0,227.54999999999998,479.294,6,0,1,6,3,2108.026
2007-06-04,911.618,0.15499444444444446,234.7480694444444,2.8222222222222224,1585.0,836.0,4533.0,98.836,205.408,0,1,0,6,3,0.0
2007-06-05,1458.892,0.17756388888888888,234.6927638888889,4.465138888888889,4484.0,1027.0,6448.0,138.524,467.224,1,1,0,6,3,0.0
2007-06-06,1695.572,0.1605125,234.62143055555555,5.110972222222222,3330.0,829.0,11680.0,152.64,435.006,2,1,0,6,3,0.0
2007-06-07,985.002,0.11967638888888889,234.47880555555554,2.9823611111111115,985.0,699.0,3959.0,78.984,182.074,3,1,0,6,3,0.0
2007-06-08,2148.046,0.1595361111111111,236.19744444444444,6.448194444444444,2799.0,11440.0,11380.0,252.034,159.126,4,1,0,6,3,0.0
2007-06-09,1093.02,0.16023333333333334,240.7241388888889,3.2668055555555555,852.0,599.0,6590.0,82.37,272.116,5,0,1,6,3,1093.02
2007-06-10,1340.812,0.1660361111111111,240.84428472222223,4.005694444444444,4202.0,1924.0,5983.0,133.53,325.802,6,0,1,6,3,1340.812
2007-06-11,794.654,0.13516250000000002,240.85674999999998,2.4179166666666667,0.0,487.0,5328.0,96.45,174.174,0,1,0,6,3,0.0
2007-06-12,918.766,0.1502888888888889,240.2248958333333,2.8586111111111108,1882.0,475.0,3898.0,124.638,214.576,1,1,0,6,3,0.0
2007-06-13,927.272,0.144625,240.39760416666667,2.8175,957.0,857.0,5216.0,85.464,208.996,2,1,0,6,3,0.0
2007-06-14,1259.084,0.1609,239.84778472222223,3.783333333333333,3322.0,2147.0,7054.0,193.978,338.404,3,1,0,6,3,0.0
2007-06-15,989.604,0.1748347222222222,240.46438194444445,3.0662499999999997,2269.0,4011.0,4547.0,119.84400000000001,229.118,4,1,0,6,3,0.0
2007-06-16,2017.762,0.21358194444444445,239.50169444444444,5.975,3289.0,4498.0,11108.0,200.45,312.23199999999997,5,0,1,6,3,2017.762
2007-06-17,1947.09,0.1665375,240.21918055555554,5.7693055555555555,4124.0,5038.0,8734.0,239.334,348.258,6,0,1,6,3,1947.09
2007-06-18,678.474,0.1255625,240.77620138888886,2.07875,0.0,529.0,4241.0,84.808,134.33,0,1,0,6,3,0.0
2007-06-19,845.2,0.13067083333333332,240.2666458333333,2.5652777777777778,973.0,537.0,4391.0,105.324,188.004,1,1,0,6,3,0.0
2007-06-20,1074.286,0.1578486111111111,240.15616666666668,3.3068055555555556,1761.0,2588.0,5106.0,194.346,143.982,2,1,0,6,3,0.0
2007-06-21,806.946,0.15454583333333333,240.57494444444444,2.500833333333333,932.0,2400.0,3711.0,130.012,249.824,3,1,0,6,3,0.0
